customer_id,customer_key,full_name,email,region_name,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_numeric,segment,last_purchase_date,first_purchase_date,avg_order_value
526,C00526,Customer_526,user526@email.com,West,516,5,2018.63,5,1,2,512,2.66,Potential Loyalist,2024-10-25,2023-06-27,1767.69
527,C00527,Customer_527,user527@email.com,Central,1071,21,6033.36,1,3,4,134,2.68,Can't Lose Them,2023-04-19,2023-06-29,1561.93
528,C00528,Customer_528,user528@email.com,North,1104,10,7247.58,1,2,4,124,2.35,Hibernating,2023-03-17,2023-01-26,1613.81
529,C00529,Customer_529,user529@email.com,Central,638,19,13253.87,4,3,5,435,4.01,Champions,2024-06-25,2023-06-03,693.95
530,C00530,Customer_530,user530@email.com,Central,866,25,1145.82,3,4,2,342,2.99,Loyal Customers,2023-11-10,2023-01-19,2475.65
531,C00531,Customer_531,user531@email.com,South,1063,4,7997.39,1,1,4,114,2.02,Hibernating,2023-04-27,2023-01-09,1716.93
532,C00532,Customer_532,user532@email.com,South,476,29,6707.49,5,4,4,544,4.33,Champions,2024-12-04,2023-03-02,567.02
533,C00533,Customer_533,user533@email.com,South,1161,19,329.6,1,3,1,131,1.66,Hibernating,2023-01-19,2023-01-20,2345.24
534,C00534,Customer_534,user534@email.com,Central,748,2,2448.77,3,1,2,312,2.0,Potential Loyalist,2024-03-07,2023-04-16,2810.84
535,C00535,Customer_535,user535@email.com,East,495,10,1661.76,5,2,2,522,2.99,Potential Loyalist,2024-11-15,2023-02-19,2852.46
536,C00536,Customer_536,user536@email.com,Central,830,25,1815.55,3,4,2,342,2.99,Loyal Customers,2023-12-16,2023-03-22,1233.25
537,C00537,Customer_537,user537@email.com,East,997,20,20357.11,2,3,5,235,3.35,Needs Attention,2023-07-02,2023-05-30,579.45
538,C00538,Customer_538,user538@email.com,East,1067,19,5146.98,1,3,4,134,2.68,Can't Lose Them,2023-04-23,2023-05-21,1651.52
539,C00539,Customer_539,user539@email.com,South,997,23,6323.5,2,3,4,234,3.01,Needs Attention,2023-07-02,2023-05-20,515.31
540,C00540,Customer_540,user540@email.com,West,699,24,18778.87,4,4,5,445,4.34,Champions,2024-04-25,2023-01-10,2815.16
541,C00541,Customer_541,user541@email.com,North,1034,11,2367.66,1,2,2,122,1.67,Hibernating,2023-05-26,2023-03-06,714.02
542,C00542,Customer_542,user542@email.com,South,552,34,8093.41,5,5,5,555,5.0,Champions,2024-09-19,2023-06-07,907.74
543,C00543,Customer_543,user543@email.com,South,1067,28,2850.5,1,4,3,143,2.67,Can't Lose Them,2023-04-23,2023-01-08,1338.58
544,C00544,Customer_544,user544@email.com,West,704,5,10183.2,4,1,5,415,3.35,Loyal Customers,2024-04-20,2023-05-29,1272.86
545,C00545,Customer_545,user545@email.com,North,877,5,996.27,2,1,1,211,1.33,About To Sleep,2023-10-30,2023-01-22,2425.06
546,C00546,Customer_546,user546@email.com,Central,1062,21,14752.47,1,3,5,135,3.02,Can't Lose Them,2023-04-28,2023-01-18,1477.69
547,C00547,Customer_547,user547@email.com,Central,1019,12,1234.44,2,2,2,222,2.0,About To Sleep,2023-06-10,2023-06-25,678.15
548,C00548,Customer_548,user548@email.com,South,779,4,1974.26,3,1,2,312,2.0,Potential Loyalist,2024-02-05,2023-06-21,948.19
549,C00549,Customer_549,user549@email.com,North,982,20,7056.88,2,3,4,234,3.01,Needs Attention,2023-07-17,2023-01-09,1625.52
550,C00550,Customer_550,user550@email.com,South,920,38,2502.36,2,5,3,253,3.33,Needs Attention,2023-09-17,2023-02-23,612.87
551,C00551,Customer_551,user551@email.com,East,520,25,4685.16,5,4,4,544,4.33,Champions,2024-10-21,2023-01-26,1912.64
552,C00552,Customer_552,user552@email.com,South,1133,14,2940.09,1,2,3,123,2.01,Hibernating,2023-02-16,2023-04-04,1784.09
553,C00553,Customer_553,user553@email.com,South,781,11,6781.15,3,2,4,324,3.01,Loyal Customers,2024-02-03,2023-04-10,2201.17
554,C00554,Customer_554,user554@email.com,Central,470,32,1296.0,5,5,2,552,3.98,Champions,2024-12-10,2023-01-26,2825.57
555,C00555,Customer_555,user555@email.com,Central,621,11,301.18,4,2,1,421,2.32,Potential Loyalist,2024-07-12,2023-02-03,2754.31
556,C00556,Customer_556,user556@email.com,Central,1102,18,1782.87,1,3,2,132,2.0,Hibernating,2023-03-19,2023-01-08,2849.01
557,C00557,Customer_557,user557@email.com,East,1056,27,3215.21,1,4,3,143,2.67,Can't Lose Them,2023-05-04,2023-05-18,885.2
558,C00558,Customer_558,user558@email.com,Central,1105,18,919.73,1,3,1,131,1.66,Hibernating,2023-03-16,2023-02-17,568.38
559,C00559,Customer_559,user559@email.com,North,1043,23,2190.95,1,3,2,132,2.0,Hibernating,2023-05-17,2023-04-17,1046.37
560,C00560,Customer_560,user560@email.com,West,578,11,2553.99,5,2,3,523,3.33,Potential Loyalist,2024-08-24,2023-02-23,2706.24
561,C00561,Customer_561,user561@email.com,North,780,21,295.52,3,3,1,331,2.32,Potential Loyalist,2024-02-04,2023-06-17,2921.75
562,C00562,Customer_562,user562@email.com,North,675,5,4377.03,4,1,3,413,2.67,Potential Loyalist,2024-05-19,2023-04-29,2606.11
563,C00563,Customer_563,user563@email.com,Central,680,23,10785.65,4,3,5,435,4.01,Champions,2024-05-14,2023-05-23,508.05
564,C00564,Customer_564,user564@email.com,West,607,25,822.86,4,4,1,441,2.98,Potential Loyalist,2024-07-26,2023-03-22,2852.8
565,C00565,Customer_565,user565@email.com,West,1042,10,4554.13,1,2,4,124,2.35,Hibernating,2023-05-18,2023-05-26,1385.4
566,C00566,Customer_566,user566@email.com,West,1130,22,5464.23,1,3,4,134,2.68,Can't Lose Them,2023-02-19,2023-04-06,226.07
567,C00567,Customer_567,user567@email.com,East,561,19,2717.9,5,3,3,533,3.66,Loyal Customers,2024-09-10,2023-04-12,1438.7
568,C00568,Customer_568,user568@email.com,Central,555,1,6038.19,5,1,4,514,3.34,Potential Loyalist,2024-09-16,2023-05-31,328.99
569,C00569,Customer_569,user569@email.com,West,926,7,2644.37,2,1,3,213,2.01,About To Sleep,2023-09-11,2023-03-03,1722.86
570,C00570,Customer_570,user570@email.com,East,550,4,3512.33,5,1,3,513,3.0,Potential Loyalist,2024-09-21,2023-02-15,1147.95
571,C00571,Customer_571,user571@email.com,South,470,1,36.9,5,1,1,511,2.32,Recent Users,2024-12-10,2023-03-28,1525.62
572,C00572,Customer_572,user572@email.com,South,617,15,5883.74,4,2,4,424,3.34,Loyal Customers,2024-07-16,2023-04-09,1916.88
573,C00573,Customer_573,user573@email.com,East,754,12,5413.83,3,2,4,324,3.01,Loyal Customers,2024-03-01,2023-02-08,2632.64
574,C00574,Customer_574,user574@email.com,East,633,22,195.79,4,3,1,431,2.65,Potential Loyalist,2024-06-30,2023-05-23,2053.32
575,C00575,Customer_575,user575@email.com,Central,878,22,2296.31,2,3,2,232,2.33,About To Sleep,2023-10-29,2023-02-22,1415.34
576,C00576,Customer_576,user576@email.com,Central,599,17,19323.75,4,3,5,435,4.01,Champions,2024-08-03,2023-03-21,2494.4
577,C00577,Customer_577,user577@email.com,South,831,29,2729.99,3,4,3,343,3.33,Loyal Customers,2023-12-15,2023-01-16,2735.63
578,C00578,Customer_578,user578@email.com,West,1131,14,3485.23,1,2,3,123,2.01,Hibernating,2023-02-18,2023-04-14,535.33
579,C00579,Customer_579,user579@email.com,South,1106,20,12035.85,1,3,5,135,3.02,Can't Lose Them,2023-03-15,2023-03-11,1689.41
580,C00580,Customer_580,user580@email.com,West,476,33,6316.17,5,5,4,554,4.66,Champions,2024-12-04,2023-05-21,996.63
581,C00581,Customer_581,user581@email.com,West,919,15,4362.21,2,2,3,223,2.34,About To Sleep,2023-09-18,2023-04-18,331.77
582,C00582,Customer_582,user582@email.com,Central,824,12,7992.61,3,2,4,324,3.01,Loyal Customers,2023-12-22,2023-02-16,2071.93
583,C00583,Customer_583,user583@email.com,North,598,20,9988.99,4,3,5,435,4.01,Champions,2024-08-04,2023-01-09,2615.76
584,C00584,Customer_584,user584@email.com,North,578,30,3052.2,5,4,3,543,3.99,Champions,2024-08-24,2023-02-03,656.13
585,C00585,Customer_585,user585@email.com,East,920,38,3222.82,2,5,3,253,3.33,Needs Attention,2023-09-17,2023-06-06,2474.76
586,C00586,Customer_586,user586@email.com,Central,542,3,2439.22,5,1,2,512,2.66,Potential Loyalist,2024-09-29,2023-06-14,2589.51
587,C00587,Customer_587,user587@email.com,West,885,28,17011.91,2,4,5,245,3.68,Needs Attention,2023-10-22,2023-06-20,2760.15
588,C00588,Customer_588,user588@email.com,North,539,26,5972.86,5,4,4,544,4.33,Champions,2024-10-02,2023-03-27,942.8
589,C00589,Customer_589,user589@email.com,West,867,30,434.46,3,4,1,341,2.65,Potential Loyalist,2023-11-09,2023-04-25,2731.07
590,C00590,Customer_590,user590@email.com,North,568,13,9937.4,5,2,5,525,4.01,Champions,2024-09-03,2023-03-05,1097.86
591,C00591,Customer_591,user591@email.com,North,998,13,3275.02,2,2,3,223,2.34,About To Sleep,2023-07-01,2023-06-01,1746.55
592,C00592,Customer_592,user592@email.com,North,494,2,356.16,5,1,1,511,2.32,Recent Users,2024-11-16,2023-02-03,341.42
593,C00593,Customer_593,user593@email.com,Central,816,37,3989.4,3,5,3,353,3.66,Loyal Customers,2023-12-30,2023-06-25,322.87
594,C00594,Customer_594,user594@email.com,South,992,38,2699.25,2,5,3,253,3.33,Needs Attention,2023-07-07,2023-01-12,2217.04
595,C00595,Customer_595,user595@email.com,West,611,2,10508.41,4,1,5,415,3.35,Loyal Customers,2024-07-22,2023-05-31,1444.54
596,C00596,Customer_596,user596@email.com,Central,637,36,1140.75,4,5,2,452,3.65,Champions,2024-06-26,2023-04-07,917.62
597,C00597,Customer_597,user597@email.com,Central,584,26,8756.87,5,4,5,545,4.67,Champions,2024-08-18,2023-05-01,733.16
598,C00598,Customer_598,user598@email.com,Central,516,11,4078.71,5,2,3,523,3.33,Potential Loyalist,2024-10-25,2023-05-21,2075.87
599,C00599,Customer_599,user599@email.com,Central,632,8,280.79,4,1,1,411,1.99,Recent Users,2024-07-01,2023-03-28,201.12
600,C00600,Customer_600,user600@email.com,Central,455,22,17850.21,5,3,5,535,4.34,Champions,2024-12-25,2023-04-12,2456.5
601,C00601,Customer_601,user601@email.com,East,772,20,3593.51,3,3,3,333,3.0,Loyal Customers,2024-02-12,2023-04-06,421.9
602,C00602,Customer_602,user602@email.com,West,562,8,1718.63,5,1,2,512,2.66,Potential Loyalist,2024-09-09,2023-06-22,736.17
603,C00603,Customer_603,user603@email.com,Central,766,29,3168.8,3,4,3,343,3.33,Loyal Customers,2024-02-18,2023-04-24,1281.46
604,C00604,Customer_604,user604@email.com,West,838,26,9754.64,3,4,5,345,4.01,Loyal Customers,2023-12-08,2023-02-16,1557.6
605,C00605,Customer_605,user605@email.com,East,960,30,1818.52,2,4,2,242,2.66,Needs Attention,2023-08-08,2023-02-27,1193.99
606,C00606,Customer_606,user606@email.com,East,1017,17,1070.15,2,3,1,231,1.99,About To Sleep,2023-06-12,2023-05-13,1097.99
607,C00607,Customer_607,user607@email.com,West,960,20,690.98,2,3,1,231,1.99,About To Sleep,2023-08-08,2023-05-01,2898.96
608,C00608,Customer_608,user608@email.com,North,910,16,1768.11,2,2,2,222,2.0,About To Sleep,2023-09-27,2023-04-28,1996.42
609,C00609,Customer_609,user609@email.com,South,548,7,7571.73,5,1,4,514,3.34,Potential Loyalist,2024-09-23,2023-01-05,265.61
610,C00610,Customer_610,user610@email.com,North,780,16,3189.76,3,2,3,323,2.67,Potential Loyalist,2024-02-04,2023-04-06,1404.49
611,C00611,Customer_611,user611@email.com,North,998,27,1290.5,2,4,2,242,2.66,Needs Attention,2023-07-01,2023-01-21,2650.02
612,C00612,Customer_612,user612@email.com,North,562,23,908.72,5,3,1,531,2.98,Potential Loyalist,2024-09-09,2023-06-01,1044.08
613,C00613,Customer_613,user613@email.com,Central,451,24,2022.8,5,4,2,542,3.65,Loyal Customers,2024-12-29,2023-05-08,464.76
614,C00614,Customer_614,user614@email.com,East,975,9,14060.76,2,2,5,225,3.02,Needs Attention,2023-07-24,2023-05-04,2323.48
615,C00615,Customer_615,user615@email.com,North,598,35,2100.56,4,5,2,452,3.65,Champions,2024-08-04,2023-05-26,1896.84
616,C00616,Customer_616,user616@email.com,East,624,20,22166.21,4,3,5,435,4.01,Champions,2024-07-09,2023-01-21,1796.88
617,C00617,Customer_617,user617@email.com,West,952,37,3320.18,2,5,3,253,3.33,Needs Attention,2023-08-16,2023-02-23,350.01
618,C00618,Customer_618,user618@email.com,South,484,17,987.16,5,3,1,531,2.98,Potential Loyalist,2024-11-26,2023-05-18,593.4
619,C00619,Customer_619,user619@email.com,West,561,31,11088.47,5,4,5,545,4.67,Champions,2024-09-10,2023-06-01,1943.14
620,C00620,Customer_620,user620@email.com,West,584,8,3084.22,5,1,3,513,3.0,Potential Loyalist,2024-08-18,2023-04-14,781.91
621,C00621,Customer_621,user621@email.com,Central,930,15,6183.71,2,2,4,224,2.68,Needs Attention,2023-09-07,2023-04-21,1611.4
622,C00622,Customer_622,user622@email.com,South,739,31,20586.51,3,4,5,345,4.01,Loyal Customers,2024-03-16,2023-04-26,1725.67
623,C00623,Customer_623,user623@email.com,West,647,30,257.39,4,4,1,441,2.98,Potential Loyalist,2024-06-16,2023-02-26,993.82
624,C00624,Customer_624,user624@email.com,West,984,20,508.47,2,3,1,231,1.99,About To Sleep,2023-07-15,2023-05-08,2855.59
625,C00625,Customer_625,user625@email.com,South,490,39,6372.99,5,5,4,554,4.66,Champions,2024-11-20,2023-05-31,2558.9
626,C00626,Customer_626,user626@email.com,South,661,12,1655.21,4,2,2,422,2.66,Potential Loyalist,2024-06-02,2023-05-30,2222.65
627,C00627,Customer_627,user627@email.com,West,1110,17,1018.55,1,3,1,131,1.66,Hibernating,2023-03-11,2023-06-11,418.38
628,C00628,Customer_628,user628@email.com,South,541,30,200.79,5,4,1,541,3.31,Potential Loyalist,2024-09-30,2023-04-30,497.16
629,C00629,Customer_629,user629@email.com,West,781,29,110.44,3,4,1,341,2.65,Potential Loyalist,2024-02-03,2023-03-11,1579.79
630,C00630,Customer_630,user630@email.com,West,508,19,7446.86,5,3,4,534,4.0,Champions,2024-11-02,2023-06-05,650.0
631,C00631,Customer_631,user631@email.com,Central,977,11,721.85,2,2,1,221,1.66,About To Sleep,2023-07-22,2023-04-05,2939.14
632,C00632,Customer_632,user632@email.com,North,1032,34,3152.93,1,5,3,153,3.0,Can't Lose Them,2023-05-28,2023-04-09,643.86
633,C00633,Customer_633,user633@email.com,West,708,7,4655.71,4,1,4,414,3.01,Potential Loyalist,2024-04-16,2023-06-16,1564.91
634,C00634,Customer_634,user634@email.com,East,525,34,2796.16,5,5,3,553,4.32,Champions,2024-10-16,2023-02-11,1219.54
635,C00635,Customer_635,user635@email.com,North,981,20,137.4,2,3,1,231,1.99,About To Sleep,2023-07-18,2023-05-31,1990.28
636,C00636,Customer_636,user636@email.com,North,754,38,7650.86,3,5,4,354,4.0,Loyal Customers,2024-03-01,2023-03-11,561.3
637,C00637,Customer_637,user637@email.com,North,514,24,52.84,5,4,1,541,3.31,Potential Loyalist,2024-10-27,2023-01-02,1404.89
638,C00638,Customer_638,user638@email.com,Central,688,10,7175.11,4,2,4,424,3.34,Loyal Customers,2024-05-06,2023-06-01,969.17
639,C00639,Customer_639,user639@email.com,West,1038,32,11188.88,1,5,5,155,3.68,Can't Lose Them,2023-05-22,2023-05-25,2685.7
640,C00640,Customer_640,user640@email.com,Central,867,15,2835.57,3,2,3,323,2.67,Potential Loyalist,2023-11-09,2023-04-19,313.64
641,C00641,Customer_641,user641@email.com,West,1015,37,3834.43,2,5,3,253,3.33,Needs Attention,2023-06-14,2023-03-06,2758.44
642,C00642,Customer_642,user642@email.com,Central,866,20,3240.71,3,3,3,333,3.0,Loyal Customers,2023-11-10,2023-03-11,2532.38
643,C00643,Customer_643,user643@email.com,Central,1159,3,2465.0,1,1,2,112,1.34,Hibernating,2023-01-21,2023-03-10,1033.2
644,C00644,Customer_644,user644@email.com,East,1098,37,10920.66,1,5,5,155,3.68,Can't Lose Them,2023-03-23,2023-05-01,2410.01
645,C00645,Customer_645,user645@email.com,Central,599,8,11218.45,4,1,5,415,3.35,Loyal Customers,2024-08-03,2023-04-19,287.4
646,C00646,Customer_646,user646@email.com,South,1049,23,2045.98,1,3,2,132,2.0,Hibernating,2023-05-11,2023-03-01,2907.22
647,C00647,Customer_647,user647@email.com,East,581,11,4773.47,5,2,4,524,3.67,Loyal Customers,2024-08-21,2023-06-27,1674.47
648,C00648,Customer_648,user648@email.com,Central,450,8,13080.15,5,1,5,515,3.68,Loyal Customers,2024-12-30,2023-04-03,1049.19
649,C00649,Customer_649,user649@email.com,North,875,29,16358.55,2,4,5,245,3.68,Needs Attention,2023-11-01,2023-01-12,1215.23
650,C00650,Customer_650,user650@email.com,South,809,30,3556.14,3,4,3,343,3.33,Loyal Customers,2024-01-06,2023-04-13,385.93
651,C00651,Customer_651,user651@email.com,South,796,10,3014.93,3,2,3,323,2.67,Potential Loyalist,2024-01-19,2023-06-24,2970.18
652,C00652,Customer_652,user652@email.com,South,735,39,1633.46,3,5,2,352,3.32,Loyal Customers,2024-03-20,2023-04-22,310.02
653,C00653,Customer_653,user653@email.com,East,755,28,15955.32,3,4,5,345,4.01,Loyal Customers,2024-02-29,2023-03-06,2033.74
654,C00654,Customer_654,user654@email.com,Central,1019,36,770.5,2,5,1,251,2.65,Needs Attention,2023-06-10,2023-06-04,1439.66
655,C00655,Customer_655,user655@email.com,Central,1002,13,4335.47,2,2,3,223,2.34,About To Sleep,2023-06-27,2023-02-17,2856.97
656,C00656,Customer_656,user656@email.com,North,551,32,1660.26,5,5,2,552,3.98,Champions,2024-09-20,2023-03-29,888.8
657,C00657,Customer_657,user657@email.com,North,472,36,1635.64,5,5,2,552,3.98,Champions,2024-12-08,2023-03-03,1689.84
658,C00658,Customer_658,user658@email.com,South,690,37,2595.71,4,5,3,453,3.99,Champions,2024-05-04,2023-02-13,1550.6
659,C00659,Customer_659,user659@email.com,North,853,26,33597.82,3,4,5,345,4.01,Loyal Customers,2023-11-23,2023-05-27,2168.03
660,C00660,Customer_660,user660@email.com,East,582,22,282.67,5,3,1,531,2.98,Potential Loyalist,2024-08-20,2023-05-16,390.43
661,C00661,Customer_661,user661@email.com,Central,891,4,4320.17,2,1,3,213,2.01,About To Sleep,2023-10-16,2023-02-24,742.61
662,C00662,Customer_662,user662@email.com,South,587,31,430.91,4,4,1,441,2.98,Potential Loyalist,2024-08-15,2023-04-18,800.78
663,C00663,Customer_663,user663@email.com,North,516,18,839.26,5,3,1,531,2.98,Potential Loyalist,2024-10-25,2023-02-16,2266.82
664,C00664,Customer_664,user664@email.com,East,607,38,2895.19,4,5,3,453,3.99,Champions,2024-07-26,2023-01-02,729.59
665,C00665,Customer_665,user665@email.com,East,607,24,3571.45,4,4,3,443,3.66,Champions,2024-07-26,2023-04-23,1805.78
666,C00666,Customer_666,user666@email.com,North,826,23,1497.37,3,3,2,332,2.66,Potential Loyalist,2023-12-20,2023-06-16,802.68
667,C00667,Customer_667,user667@email.com,Central,1152,22,1902.33,1,3,2,132,2.0,Hibernating,2023-01-28,2023-06-22,2612.55
668,C00668,Customer_668,user668@email.com,North,1137,2,454.92,1,1,1,111,1.0,Lost,2023-02-12,2023-06-09,2838.12
669,C00669,Customer_669,user669@email.com,South,499,31,1806.43,5,4,2,542,3.65,Loyal Customers,2024-11-11,2023-06-15,1651.78
670,C00670,Customer_670,user670@email.com,North,757,11,16989.78,3,2,5,325,3.35,Loyal Customers,2024-02-27,2023-01-11,1186.46
671,C00671,Customer_671,user671@email.com,East,582,28,14475.58,5,4,5,545,4.67,Champions,2024-08-20,2023-05-18,855.36
672,C00672,Customer_672,user672@email.com,North,1003,32,2038.93,2,5,2,252,2.99,Needs Attention,2023-06-26,2023-04-22,339.39
673,C00673,Customer_673,user673@email.com,Central,651,5,4229.79,4,1,3,413,2.67,Potential Loyalist,2024-06-12,2023-03-31,951.8
674,C00674,Customer_674,user674@email.com,West,570,38,12017.3,5,5,5,555,5.0,Champions,2024-09-01,2023-02-24,2031.86
675,C00675,Customer_675,user675@email.com,North,686,10,31.02,4,2,1,421,2.32,Potential Loyalist,2024-05-08,2023-05-28,1694.13
676,C00676,Customer_676,user676@email.com,Central,982,24,8321.68,2,4,5,245,3.68,Needs Attention,2023-07-17,2023-01-17,2843.32
677,C00677,Customer_677,user677@email.com,Central,570,35,14818.22,5,5,5,555,5.0,Champions,2024-09-01,2023-03-09,1309.58
678,C00678,Customer_678,user678@email.com,East,603,23,478.84,4,3,1,431,2.65,Potential Loyalist,2024-07-30,2023-05-13,2142.82
679,C00679,Customer_679,user679@email.com,Central,663,17,880.39,4,3,1,431,2.65,Potential Loyalist,2024-05-31,2023-05-31,1570.1
680,C00680,Customer_680,user680@email.com,Central,666,1,16188.55,4,1,5,415,3.35,Loyal Customers,2024-05-28,2023-06-23,1635.21
681,C00681,Customer_681,user681@email.com,Central,1158,31,3855.98,1,4,3,143,2.67,Can't Lose Them,2023-01-22,2023-02-21,949.77
682,C00682,Customer_682,user682@email.com,Central,1068,31,71.49,1,4,1,141,1.99,Hibernating,2023-04-22,2023-05-18,1473.86
683,C00683,Customer_683,user683@email.com,South,1123,34,1489.55,1,5,2,152,2.66,Can't Lose Them,2023-02-26,2023-06-23,1518.2
684,C00684,Customer_684,user684@email.com,South,1114,9,2988.67,1,2,3,123,2.01,Hibernating,2023-03-07,2023-06-05,2178.6
685,C00685,Customer_685,user685@email.com,East,1082,22,5903.05,1,3,4,134,2.68,Can't Lose Them,2023-04-08,2023-04-07,2833.79
686,C00686,Customer_686,user686@email.com,North,1036,13,6605.54,1,2,4,124,2.35,Hibernating,2023-05-24,2023-06-20,1122.1
687,C00687,Customer_687,user687@email.com,Central,745,25,26931.93,3,4,5,345,4.01,Loyal Customers,2024-03-10,2023-06-03,318.16
688,C00688,Customer_688,user688@email.com,North,543,18,1694.96,5,3,2,532,3.32,Potential Loyalist,2024-09-28,2023-02-17,1589.63
689,C00689,Customer_689,user689@email.com,North,501,12,3863.33,5,2,3,523,3.33,Potential Loyalist,2024-11-09,2023-01-29,1724.49
690,C00690,Customer_690,user690@email.com,East,1094,17,3810.6,1,3,3,133,2.34,Hibernating,2023-03-27,2023-01-27,671.63
691,C00691,Customer_691,user691@email.com,Central,592,15,2601.39,4,2,3,423,3.0,Potential Loyalist,2024-08-10,2023-05-26,2329.3
692,C00692,Customer_692,user692@email.com,Central,836,15,926.6,3,2,1,321,1.99,Potential Loyalist,2023-12-10,2023-04-14,2957.8
693,C00693,Customer_693,user693@email.com,West,886,15,18961.56,2,2,5,225,3.02,Needs Attention,2023-10-21,2023-03-01,2848.17
694,C00694,Customer_694,user694@email.com,North,609,39,9597.41,4,5,5,455,4.67,Champions,2024-07-24,2023-04-16,751.9
695,C00695,Customer_695,user695@email.com,North,530,13,3449.09,5,2,3,523,3.33,Potential Loyalist,2024-10-11,2023-03-10,2651.02
696,C00696,Customer_696,user696@email.com,South,569,17,4622.19,5,3,4,534,4.0,Champions,2024-09-02,2023-04-24,2172.58
697,C00697,Customer_697,user697@email.com,West,476,32,1289.07,5,5,2,552,3.98,Champions,2024-12-04,2023-01-21,1470.77
698,C00698,Customer_698,user698@email.com,South,937,9,3923.98,2,2,3,223,2.34,About To Sleep,2023-08-31,2023-06-01,1713.71
699,C00699,Customer_699,user699@email.com,South,619,20,5936.73,4,3,4,434,3.67,Champions,2024-07-14,2023-04-12,2578.88
700,C00700,Customer_700,user700@email.com,South,1148,26,3619.75,1,4,3,143,2.67,Can't Lose Them,2023-02-01,2023-05-11,1544.38
701,C00701,Customer_701,user701@email.com,East,789,27,23170.51,3,4,5,345,4.01,Loyal Customers,2024-01-26,2023-04-05,1244.98
702,C00702,Customer_702,user702@email.com,East,903,21,4725.27,2,3,4,234,3.01,Needs Attention,2023-10-04,2023-04-15,1581.09
703,C00703,Customer_703,user703@email.com,South,648,18,2317.91,4,3,2,432,2.99,Potential Loyalist,2024-06-15,2023-05-05,1821.56
704,C00704,Customer_704,user704@email.com,West,1026,13,7395.38,1,2,4,124,2.35,Hibernating,2023-06-03,2023-01-02,729.42
705,C00705,Customer_705,user705@email.com,North,797,16,934.43,3,2,1,321,1.99,Potential Loyalist,2024-01-18,2023-03-07,2722.54
706,C00706,Customer_706,user706@email.com,West,1112,9,2426.73,1,2,2,122,1.67,Hibernating,2023-03-09,2023-04-23,2087.72
707,C00707,Customer_707,user707@email.com,Central,966,12,2130.58,2,2,2,222,2.0,About To Sleep,2023-08-02,2023-06-19,1973.15
708,C00708,Customer_708,user708@email.com,East,525,38,2826.47,5,5,3,553,4.32,Champions,2024-10-16,2023-06-11,478.59
709,C00709,Customer_709,user709@email.com,North,804,19,7611.25,3,3,4,334,3.34,Loyal Customers,2024-01-11,2023-02-11,1891.69
710,C00710,Customer_710,user710@email.com,North,967,7,3309.92,2,1,3,213,2.01,About To Sleep,2023-08-01,2023-01-20,538.69
711,C00711,Customer_711,user711@email.com,Central,1101,35,7899.75,1,5,4,154,3.34,Can't Lose Them,2023-03-20,2023-04-07,420.35
712,C00712,Customer_712,user712@email.com,Central,454,18,4295.88,5,3,3,533,3.66,Loyal Customers,2024-12-26,2023-03-09,1676.47
713,C00713,Customer_713,user713@email.com,South,552,16,2093.28,5,2,2,522,2.99,Potential Loyalist,2024-09-19,2023-06-22,1327.8
714,C00714,Customer_714,user714@email.com,East,576,39,8303.1,5,5,5,555,5.0,Champions,2024-08-26,2023-03-16,1848.67
715,C00715,Customer_715,user715@email.com,East,799,4,1360.94,3,1,2,312,2.0,Potential Loyalist,2024-01-16,2023-05-05,449.82
716,C00716,Customer_716,user716@email.com,West,500,25,1270.48,5,4,2,542,3.65,Loyal Customers,2024-11-10,2023-06-19,1406.75
717,C00717,Customer_717,user717@email.com,South,1122,32,3510.97,1,5,3,153,3.0,Can't Lose Them,2023-02-27,2023-02-16,689.4
718,C00718,Customer_718,user718@email.com,South,1154,13,1511.27,1,2,2,122,1.67,Hibernating,2023-01-26,2023-01-05,2963.88
719,C00719,Customer_719,user719@email.com,South,733,17,45.64,3,3,1,331,2.32,Potential Loyalist,2024-03-22,2023-02-18,1771.22
720,C00720,Customer_720,user720@email.com,South,1114,37,5224.85,1,5,4,154,3.34,Can't Lose Them,2023-03-07,2023-05-04,2124.82
721,C00721,Customer_721,user721@email.com,East,926,6,3577.92,2,1,3,213,2.01,About To Sleep,2023-09-11,2023-02-06,1111.17
722,C00722,Customer_722,user722@email.com,East,1136,19,2948.6,1,3,3,133,2.34,Hibernating,2023-02-13,2023-06-11,465.27
723,C00723,Customer_723,user723@email.com,South,1083,13,17051.47,1,2,5,125,2.69,Can't Lose Them,2023-04-07,2023-05-26,2932.44
724,C00724,Customer_724,user724@email.com,West,626,26,4233.81,4,4,3,443,3.66,Champions,2024-07-07,2023-01-19,1001.53
725,C00725,Customer_725,user725@email.com,North,953,14,9954.65,2,2,5,225,3.02,Needs Attention,2023-08-15,2023-02-09,1386.66
726,C00726,Customer_726,user726@email.com,North,501,31,750.92,5,4,1,541,3.31,Potential Loyalist,2024-11-09,2023-01-17,2019.62
727,C00727,Customer_727,user727@email.com,West,744,4,4210.63,3,1,3,313,2.34,Potential Loyalist,2024-03-11,2023-04-09,269.15
728,C00728,Customer_728,user728@email.com,South,579,39,10124.0,5,5,5,555,5.0,Champions,2024-08-23,2023-04-03,2468.73
729,C00729,Customer_729,user729@email.com,East,801,8,4374.61,3,1,3,313,2.34,Potential Loyalist,2024-01-14,2023-02-11,1702.42
